carrier,from_zone,to_zone,max_kg,fare
B急便,中部,北関東,200,6190
B急便,中部,北関東,300,7960
B急便,中部,北関東,500,11060
B急便,中部,北関東,1000,17700
B急便,中部,北関東,1500,23230
B急便,中部,北関東,2000,27650
B急便,中部,南関東,30,1910
B急便,中部,南関東,50,2480
B急便,中部,南関東,100,3630
B急便,中部,南関東,150,4580
B急便,中部,南関東,200,5340
B急便,中部,南関東,300,6870
B急便,中部,南関東,500,9540
B急便,中部,南関東,1000,15260
B急便,中部,南関東,1500,20030
B急便,中部,南関東,2000,23850
B急便,中部,中部,30,1300
B急便,中部,中部,50,1690
B急便,中部,中部,100,2470
B急便,中部,中部,150,3120
B急便,中部,中部,200,3640
B急便,中部,中部,300,4680
B急便,中部,中部,500,6500
B急便,中部,中部,1000,10400
B急便,中部,中部,1500,13650
B急便,中部,中部,2000,16250
B急便,中部,関西,30,2060
B急便,中部,関西,50,2680
B急便,中部,関西,100,3910
B急便,中部,関西,150,4940
B急便,中部,関西,200,5770
B急便,中部,関西,300,7420
B急便,中部,関西,500,10300
B急便,中部,関西,1000,16480
B急便,中部,関西,1500,21630
B急便,中部,関西,2000,25750
B急便,中部,中四国,30,2820
B急便,中部,中四国,50,3670
B急便,中部,中四国,100,5360
B急便,中部,中四国,150,6770
B急便,中部,中四国,200,7900
B急便,中部,中四国,300,10150
B急便,中部,中四国,500,14100
B急便,中部,中四国,1000,22560
B急便,中部,中四国,1500,29610
B急便,中部,中四国,2000,35250
B急便,中部,九州,30,3580
B急便,中部,九州,50,4650
B急便,中部,九州,100,6800
B急便,中部,九州,150,8590
B急便,中部,九州,200,10020
B急便,中部,九州,300,12890
B急便,中部,九州,500,17900
B急便,中部,九州,1000,28640
B急便,中部,九州,1500,37590
B急便,中部,九州,2000,44750
B急便,関西,北海道,30,4340
B急便,関西,北海道,50,5640
B急便,関西,北海道,100,8250
B急便,関西,北海道,150,10420
B急便,関西,北海道,200,12150
B急便,関西,北海道,300,15620
B急便,関西,北海道,500,21700
B急便,関西,北海道,1000,34720
B急便,関西,北海道,1500,45570
B急便,関西,北海道,2000,54250
B急便,関西,東北,30,3580
B急便,関西,東北,50,4650
B急便,関西,東北,100,6800
B急便,関西,東北,150,8590
B急便,関西,東北,200,10020
B急便,関西,東北,300,12890
B急便,関西,東北,500,17900
B急便,関西,東北,1000,28640
B急便,関西,東北,1500,37590
B急便,関西,東北,2000,44750
B急便,関西,北関東,30,2970
B急便,関西,北関東,50,3860
B急便,関西,北関東,100,5650
B急便,関西,北関東,150,7130
B急便,関西,北関東,200,8320
B急便,関西,北関東,300,10700
B急便,関西,北関東,500,14860
B急便,関西,北関東,1000,23780
B急便,関西,北関東,1500,31210
B急便,関西,北関東,2000,37150
B急便,関西,南関東,30,2670
B急便,関西,南関東,50,3470
B急便,関西,南関東,100,5070
B急便,関西,南関東,150,6400
B急便,関西,南関東,200,7470
B急便,関西,南関東,300,9600
B急便,関西,南関東,500,13340
B急便,関西,南関東,1000,21340
B急便,関西,南関東,1500,28010
B急便,関西,南関東,2000,33350
B急便,関西,中部,30,2060
B急便,関西,中部,50,2680
B急便,関西,中部,100,3910
B急便,関西,中部,150,4940
B急便,関西,中部,200,5770
B急便,関西,中部,300,7420
B急便,関西,中部,500,10300
B急便,関西,中部,1000,16480
B急便,関西,中部,1500,21630
B急便,関西,中部,2000,25750
B急便,関西,関西,30,1300
B急便,関西,関西,50,1690
B急便,関西,関西,100,2470
B急便,関西,関西,150,3120
B急便,関西,関西,200,3640
B急便,関西,関西,300,4680
B急便,関西,関西,500,6500
B急便,関西,関西,1000,10400
B急便,関西,関西,1500,13650
B急便,関西,関西,2000,16250
B急便,関西,中四国,30,2060
B急便,関西,中四国,50,2680
B急便,関西,中四国,100,3910
B急便,関西,中四国,150,4940
B急便,関西,中四国,200,5770
B急便,関西,中四国,300,7420
B急便,関西,中四国,500,10300
B急便,関西,中四国,1000,16480
B急便,関西,中四国,1500,21630
B急便,関西,中四国,2000,25750
B急便,関西,九州,30,2820
B急便,関西,九州,50,3670
B急便,関西,九州,100,5360
B急便,関西,九州,150,6770
B急便,関西,九州,200,7900
B急便,関西,九州,300,10150
B急便,関西,九州,500,14100
B急便,関西,九州,1000,22560
B急便,関西,九州,1500,29610
B急便,関西,九州,2000,35250
B急便,中四国,北海道,30,5100
B急便,中四国,北海道,50,6630
B急便,中四国,北海道,100,9690
B急便,中四国,北海道,150,12240
B急便,中四国,北海道,200,14280
B急便,中四国,北海道,300,18360
B急便,中四国,北海道,500,25500
B急便,中四国,北海道,1000,40800
B急便,中四国,北海道,1500,53550
B急便,中四国,北海道,2000,63750
B急便,中四国,東北,30,4340
B急便,中四国,東北,50,5640
B急便,中四国,東北,100,8250
B急便,中四国,東北,150,10420
B急便,中四国,東北,200,12150
B急便,中四国,東北,300,15620
B急便,中四国,東北,500,21700
B急便,中四国,東北,1000,34720
B急便,中四国,東北,1500,45570
B急便,中四国,東北,2000,54250
B急便,中四国,北関東,30,3730
B急便,中四国,北関東,50,4850
B急便,中四国,北関東,100,7090
B急便,中四国,北関東,150,8960
B急便,中四国,北関東,200,10450
B急便,中四国,北関東,300,13440
B急便,中四国,北関東,500,18660
B急便,中四国,北関東,1000,29860
B急便,中四国,北関東,1500,39190
B急便,中四国,北関東,2000,46650
B急便,中四国,南関東,30,3430
B急便,中四国,南関東,50,4460
B急便,中四国,南関東,100,6510
B急便,中四国,南関東,150,8230
B急便,中四国,南関東,200,9600
B急便,中四国,南関東,300,12340
B急便,中四国,南関東,500,17140
B急便,中四国,南関東,1000,27420
B急便,中四国,南関東,1500,35990
B急便,中四国,南関東,2000,42850
B急便,中四国,中部,30,2820
B急便,中四国,中部,50,3670
B急便,中四国,中部,100,5360
B急便,中四国,中部,150,6770
B急便,中四国,中部,200,7900
B急便,中四国,中部,300,10150
B急便,中四国,中部,500,14100
B急便,中四国,中部,1000,22560
B急便,中四国,中部,1500,29610
B急便,中四国,中部,2000,35250
B急便,中四国,関西,30,2060
B急便,中四国,関西,50,2680
B急便,中四国,関西,100,3910
B急便,中四国,関西,150,4940
B急便,中四国,関西,200,5770
B急便,中四国,関西,300,7420
B急便,中四国,関西,500,10300
B急便,中四国,関西,1000,16480
B急便,中四国,関西,1500,21630
B急便,中四国,関西,2000,25750
B急便,中四国,中四国,30,1300
B急便,中四国,中四国,50,1690
B急便,中四国,中四国,100,2470
B急便,中四国,中四国,150,3120
B急便,中四国,中四国,200,3640
B急便,中四国,中四国,300,4680
B急便,中四国,中四国,500,6500
B急便,中四国,中四国,1000,10400
B急便,中四国,中四国,1500,13650
B急便,中四国,中四国,2000,16250
B急便,中四国,九州,30,2060
B急便,中四国,九州,50,2680
B急便,中四国,九州,100,3910
B急便,中四国,九州,150,4940
B急便,中四国,九州,200,5770
B急便,中四国,九州,300,7420
B急便,中四国,九州,500,10300
B急便,中四国,九州,1000,16480
B急便,中四国,九州,1500,21630
B急便,中四国,九州,2000,25750
B急便,九州,北海道,30,5860
B急便,九州,北海道,50,7620
B急便,九州,北海道,100,11130
B急便,九州,北海道,150,14060
B急便,九州,北海道,200,16410
B急便,九州,北海道,300,21100
B急便,九州,北海道,500,29300
B急便,九州,北海道,1000,46880
B急便,九州,北海道,1500,61530
B急便,九州,北海道,2000,73250
B急便,九州,東北,30,5100
B急便,九州,東北,50,6630
B急便,九州,東北,100,9690
B急便,九州,東北,150,12240
B急便,九州,東北,200,14280
B急便,九州,東北,300,18360
B急便,九州,東北,500,25500
B急便,九州,東北,1000,40800
B急便,九州,東北,1500,53550
B急便,九州,東北,2000,63750
B急便,九州,北関東,30,4490
B急便,九州,北関東,50,5840
B急便,九州,北関東,100,8530
B急便,九州,北関東,150,10780
B急便,九州,北関東,200,12580
B急便,九州,北関東,300,16170
B急便,九州,北関東,500,22460
B急便,九州,北関東,1000,35940
B急便,九州,北関東,1500,47170
B急便,九州,北関東,2000,56150
B急便,九州,南関東,30,4190
B急便,九州,南関東,50,5440
B急便,九州,南関東,100,7960
B急便,九州,南関東,150,10050
B急便,九州,南関東,200,11730
B急便,九州,南関東,300,15080
B急便,九州,南関東,500,20940
B急便,九州,南関東,1000,33500
B急便,九州,南関東,1500,43970
B急便,九州,南関東,2000,52350
B急便,九州,中部,30,3580
B急便,九州,中部,50,4650
B急便,九州,中部,100,6800
B急便,九州,中部,150,8590
B急便,九州,中部,200,10020
B急便,九州,中部,300,12890
B急便,九州,中部,500,17900
B急便,九州,中部,1000,28640
B急便,九州,中部,1500,37590
B急便,九州,中部,2000,44750
B急便,九州,関西,30,2820
B急便,九州,関西,50,3670
B急便,九州,関西,100,5360
B急便,九州,関西,150,6770
B急便,九州,関西,200,7900
B急便,九州,関西,300,10150
B急便,九州,関西,500,14100
B急便,九州,関西,1000,22560
B急便,九州,関西,1500,29610
B急便,九州,関西,2000,35250
B急便,九州,中四国,30,2060
B急便,九州,中四国,50,2680
B急便,九州,中四国,100,3910
B急便,九州,中四国,150,4940
B急便,九州,中四国,200,5770
B急便,九州,中四国,300,7420
B急便,九州,中四国,500,10300
B急便,九州,中四国,1000,16480
B急便,九州,中四国,1500,21630
B急便,九州,中四国,2000,25750
B急便,九州,九州,30,1300
B急便,九州,九州,50,1690
B急便,九州,九州,100,2470
B急便,九州,九州,150,3120
B急便,九州,九州,200,3640
B急便,九州,九州,300,4680
B急便,九州,九州,500,6500
B急便,九州,九州,1000,10400
B急便,九州,九州,1500,13650
B急便,九州,九州,2000,16250
C物流,東日本,東日本,30,1550
C物流,東日本,東日本,50,2020
C物流,東日本,東日本,100,2940
C物流,東日本,東日本,150,3720
C物流,東日本,東日本,200,4340
C物流,東日本,東日本,300,5580
C物流,東日本,東日本,500,7750
C物流,東日本,東日本,1000,12400
C物流,東日本,東日本,1500,16280
C物流,東日本,東日本,2000,19380
C物流,東日本,関東,30,2380
C物流,東日本,関東,50,3100
C物流,東日本,関東,100,4530
C物流,東日本,関東,150,5720
C物流,東日本,関東,200,6670
C物流,東日本,関東,300,8580
C物流,東日本,関東,500,11910
C物流,東日本,関東,1000,19060
C物流,東日本,関東,1500,25010
C物流,東日本,関東,2000,29780
C物流,東日本,中部,30,3020
C物流,東日本,中部,50,3930
C物流,東日本,中部,100,5740
C物流,東日本,中部,150,7250
C物流,東日本,中部,200,8460
C物流,東日本,中部,300,10880
C物流,東日本,中部,500,15110
C物流,東日本,中部,1000,24180
C物流,東日本,中部,1500,31730
C物流,東日本,中部,2000,37780
C物流,東日本,西日本,30,3980
C物流,東日本,西日本,50,5180
C物流,東日本,西日本,100,7570
C物流,東日本,西日本,150,9560
C物流,東日本,西日本,200,11150
C物流,東日本,西日本,300,14340
C物流,東日本,西日本,500,19910
C物流,東日本,西日本,1000,31860
C物流,東日本,西日本,1500,41810
C物流,東日本,西日本,2000,49780
C物流,東日本,九州,30,4940
C物流,東日本,九州,50,6420
C物流,東日本,九州,100,9390
C物流,東日本,九州,150,11860
C物流,東日本,九州,200,13840
C物流,東日本,九州,300,17790
C物流,東日本,九州,500,24710
C物流,東日本,九州,1000,39540
C物流,東日本,九州,1500,51890
C物流,東日本,九州,2000,61780
C物流,関東,東日本,30,2380
C物流,関東,東日本,50,3100
C物流,関東,東日本,100,4530
C物流,関東,東日本,150,5720
C物流,関東,東日本,200,6670
C物流,関東,東日本,300,8580
C物流,関東,東日本,500,11910
C物流,関東,東日本,1000,19060
C物流,関東,東日本,1500,25010
C物流,関東,東日本,2000,29780
C物流,関東,関東,30,1550
C物流,関東,関東,50,2020
C物流,関東,関東,100,2940
C物流,関東,関東,150,3720
C物流,関東,関東,200,4340
C物流,関東,関東,300,5580
C物流,関東,関東,500,7750
C物流,関東,関東,1000,12400
C物流,関東,関東,1500,16280
C物流,関東,関東,2000,19380
C物流,関東,中部,30,2190
C物流,関東,中部,50,2850
C物流,関東,中部,100,4160
C物流,関東,中部,150,5260
C物流,関東,中部,200,6130
C物流,関東,中部,300,7880
C物流,関東,中部,500,10950
C物流,関東,中部,1000,17520
C物流,関東,中部,1500,23000
C物流,関東,中部,2000,27380
C物流,関東,西日本,30,3150
C物流,関東,西日本,50,4100
C物流,関東,西日本,100,5980
C物流,関東,西日本,150,7560
C物流,関東,西日本,200,8820
C物流,関東,西日本,300,11340
C物流,関東,西日本,500,15750
C物流,関東,西日本,1000,25200
C物流,関東,西日本,1500,33080
C物流,関東,西日本,2000,39380
C物流,関東,九州,30,4110
C物流,関東,九州,50,5340
C物流,関東,九州,100,7810
C物流,関東,九州,150,9860
C物流,関東,九州,200,11510
C物流,関東,九州,300,14800
C物流,関東,九州,500,20550
C物流,関東,九州,1000,32880
C物流,関東,九州,1500,43160
C物流,関東,九州,2000,51380
C物流,中部,東日本,30,3020
C物流,中部,東日本,50,3930
C物流,中部,東日本,100,5740
C物流,中部,東日本,150,7250
C物流,中部,東日本,200,8460
C物流,中部,東日本,300,10880
C物流,中部,東日本,500,15110
C物流,中部,東日本,1000,24180
C物流,中部,東日本,1500,31730
C物流,中部,東日本,2000,37780
C物流,中部,関東,30,2190
C物流,中部,関東,50,2850
C物流,中部,関東,100,4160
C物流,中部,関東,150,5260
C物流,中部,関東,200,6130
C物流,中部,関東,300,7880
C物流,中部,関東,500,10950
C物流,中部,関東,1000,17520
C物流,中部,関東,1500,23000
C物流,中部,関東,2000,27380
C物流,中部,中部,30,1550
C物流,中部,中部,50,2020
C物流,中部,中部,100,2940
C物流,中部,中部,150,3720
C物流,中部,中部,200,4340
C物流,中部,中部,300,5580
C物流,中部,中部,500,7750
C物流,中部,中部,1000,12400
C物流,中部,中部,1500,16280
C物流,中部,中部,2000,19380
C物流,中部,西日本,30,2510
C物流,中部,西日本,50,3260
C物流,中部,西日本,100,4770
C物流,中部,西日本,150,6020
C物流,中部,西日本,200,7030
C物流,中部,西日本,300,9040
C物流,中部,西日本,500,12550
C物流,中部,西日本,1000,20080
C物流,中部,西日本,1500,26360
C物流,中部,西日本,2000,31380
C物流,中部,九州,30,3470
C物流,中部,九州,50,4510
C物流,中部,九州,100,6590
C物流,中部,九州,150,8330
C物流,中部,九州,200,9720
C物流,中部,九州,300,12490
C物流,中部,九州,500,17350
C物流,中部,九州,1000,27760
C物流,中部,九州,1500,36440
C物流,中部,九州,2000,43380
C物流,西日本,東日本,30,3980
C物流,西日本,東日本,50,5180
C物流,西日本,東日本,100,7570
C物流,西日本,東日本,150,9560
C物流,西日本,東日本,200,11150
C物流,西日本,東日本,300,14340
C物流,西日本,東日本,500,19910
C物流,西日本,東日本,1000,31860
C物流,西日本,東日本,1500,41810
C物流,西日本,東日本,2000,49780
C物流,西日本,関東,30,3150
C物流,西日本,関東,50,4100
C物流,西日本,関東,100,5980
C物流,西日本,関東,150,7560
C物流,西日本,関東,200,8820
C物流,西日本,関東,300,11340
C物流,西日本,関東,500,15750
C物流,西日本,関東,1000,25200
C物流,西日本,関東,1500,33080
C物流,西日本,関東,2000,39380
C物流,西日本,中部,30,2510
C物流,西日本,中部,50,3260
C物流,西日本,中部,100,4770
C物流,西日本,中部,150,6020
C物流,西日本,中部,200,7030
C物流,西日本,中部,300,9040
C物流,西日本,中部,500,12550
C物流,西日本,中部,1000,20080
C物流,西日本,中部,1500,26360
C物流,西日本,中部,2000,31380
C物流,西日本,西日本,30,1550
C物流,西日本,西日本,50,2020
C物流,西日本,西日本,100,2940
C物流,西日本,西日本,150,3720
C物流,西日本,西日本,200,4340
C物流,西日本,西日本,300,5580
C物流,西日本,西日本,500,7750
C物流,西日本,西日本,1000,12400
C物流,西日本,西日本,1500,16280
C物流,西日本,西日本,2000,19380
C物流,西日本,九州,30,2510
C物流,西日本,九州,50,3260
C物流,西日本,九州,100,4770
C物流,西日本,九州,150,6020
C物流,西日本,九州,200,7030
C物流,西日本,九州,300,9040
C物流,西日本,九州,500,12550
C物流,西日本,九州,1000,20080
C物流,西日本,九州,1500,26360
C物流,西日本,九州,2000,31380
C物流,九州,東日本,30,4940
C物流,九州,東日本,50,6420
C物流,九州,東日本,100,9390
C物流,九州,東日本,150,11860
C物流,九州,東日本,200,13840
C物流,九州,東日本,300,17790
C物流,九州,東日本,500,24710
C物流,九州,東日本,1000,39540
C物流,九州,東日本,1500,51890
C物流,九州,東日本,2000,61780
C物流,九州,関東,30,4110
C物流,九州,関東,50,5340
C物流,九州,関東,100,7810
C物流,九州,関東,150,9860
C物流,九州,関東,200,11510
C物流,九州,関東,300,14800
C物流,九州,関東,500,20550
C物流,九州,関東,1000,32880
C物流,九州,関東,1500,43160
C物流,九州,関東,2000,51380
C物流,九州,中部,30,3470
C物流,九州,中部,50,4510
C物流,九州,中部,100,6590
C物流,九州,中部,150,8330
C物流,九州,中部,200,9720
C物流,九州,中部,300,12490
C物流,九州,中部,500,17350
C物流,九州,中部,1000,27760
C物流,九州,中部,1500,36440
C物流,九州,中部,2000,43380
C物流,九州,西日本,30,2510
C物流,九州,西日本,50,3260
C物流,九州,西日本,100,4770
C物流,九州,西日本,150,6020
C物流,九州,西日本,200,7030
C物流,九州,西日本,300,9040
C物流,九州,西日本,500,12550
C物流,九州,西日本,1000,20080
C物流,九州,西日本,1500,26360
C物流,九州,西日本,2000,31380
C物流,九州,九州,30,1550
C物流,九州,九州,50,2020
C物流,九州,九州,100,2940
C物流,九州,九州,150,3720
C物流,九州,九州,200,4340
C物流,九州,九州,300,5580
C物流,九州,九州,500,7750
C物流,九州,九州,1000,12400
C物流,九州,九州,1500,16280
C物流,九州,九州,2000,19380
